Status,Ordertyp,WKN,Limit,Nom,ANom,Order_Value,Timestamp,JIM_Value,Spread_Prozentual,Target_Market_Count,Tradegate_Volume,Risk Score,Decision,Reasons,jim_risk,spread_risk,mp_risk,tgv_risk
Eingegeben,Limitiert,860414,30.04,70,,2102.7999999999997,2026-04-14 09:28:11.8761,4946.48,0.0075,4.0,4981.7,3.4686199999999996,Automatic,All risk factors within automatic limits,0.8411199999999999,0.75,0,1.8774999999999997
Ausgeführt,Limitiert,982285,17.25,,450,7762.5,2026-04-14 09:26:21.5703,20556.855,0.0003,5.0,20592.0,13.261290358830127,Automatic,All risk factors within automatic limits,4.7625,0.029999999999999995,0,8.468790358830127
Eingegeben,Limitiert,884296,59.5,506,,30107.0,2026-04-14 09:30:49.3726,0.0,0.028,1.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A0JJY6,968,6,,5808.0,2026-04-14 09:25:24.5793,0.0,0.0013,2.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A0M23V,94.5,,125,11812.5,2026-04-14 09:22:11.1666,8446.1,0.0032,5.0,8550.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A0M23V,94.5,,125,11812.5,2026-04-14 09:22:11.1666,8446.1,0.0032,5.0,8550.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A0M23V,94.5,125,,11812.5,2026-04-14 09:22:11.1666,8446.1,0.0032,5.0,8550.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Gelöscht,Limitiert,A0JJY6,968,6,,5808.0,2026-04-14 09:25:24.5793,0.0,0.0013,2.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,982285,17.25,450,,7762.5,2026-04-14 09:26:21.5703,20556.855,0.0003,5.0,20592.0,13.261290358830127,Automatic,All risk factors within automatic limits,4.7625,0.029999999999999995,0,8.468790358830127
Eingegeben,Limitiert,A0JJY6,968,6,,5808.0,2026-04-14 09:25:24.5793,0.0,0.0013,2.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Gelöscht,Limitiert,923086,100,35,,3500.0,,,,,,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Gelöscht,Limitiert,A0LBNM,59.5,506,,30107.0,2026-04-14 09:30:27.6253,0.0,0.0254,4.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A4098R,0.71,"1,000",,710.0,2026-04-14 09:24:25.7181,0.0,0.0348,3.0,961.4,16.897175939849625,Automatic,All risk factors within automatic limits,10,4.263247368421053,2,0.6339285714285714
Gelöscht,Limitiert,850775,3.899,"19,800",,77200.2,2026-04-14 09:26:15.3795,30055.695,0.0008,5.0,30059.5,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Gelöscht,Limitiert,A0ER6Q,27.92,400,,11168.0,2026-04-14 09:26:31.9214,20208.09,0.0003,5.0,20230.0,16.388526318714703,Automatic,All risk factors within automatic limits,6.358526318714702,0.029999999999999995,0,10
Eingegeben,Limitiert,A0ER6Q,27.92,400,,11168.0,2026-04-14 09:26:31.9214,20208.09,0.0003,5.0,20230.0,16.388526318714703,Automatic,All risk factors within automatic limits,6.358526318714702,0.029999999999999995,0,10
Gelöscht,Limitiert,855681,600,15,,9000.0,2026-04-14 09:30:31.5054,0.0,0.0013,4.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,858523,13.3,"1,000",,13300.0,2026-04-14 09:27:59.7582,4857.599999999999,0.0152,2.0,4870.8,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,982285,17.2,,450,7740.0,2026-04-14 09:26:21.5703,20556.855,0.0003,5.0,20592.0,13.221241708156956,Automatic,All risk factors within automatic limits,4.74,0.029999999999999995,0,8.451241708156955
Geändert,Limitiert,A3CWWU,9.15,"1,000",,9150.0,,,,,,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Löschung wegen Timer,Limitiert,A3DCBN,0.045,500,,22.5,2026-04-14 09:27:12.2509,0.0,1.2941,1.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,850133,181.6,,100,18160.0,2026-04-14 09:26:27.3836,20450.58,0.0,6.0,20644.8,17.166133974645636,Automatic,All risk factors within automatic limits,7.166133974645636,0.0,0,10
Gelöscht,Limitiert,157493,64,470,,30080.0,2026-04-14 09:29:31.3162,0.0,0.0252,4.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,982285,17.2,450,,7740.0,2026-04-14 09:26:21.5703,20556.855,0.0003,5.0,20592.0,13.221241708156956,Automatic,All risk factors within automatic limits,4.74,0.029999999999999995,0,8.451241708156955
Eingegeben,Limitiert,A2N87T,0.03,"20,000",,600.0,2026-04-14 09:29:05.9733,0.0,0.0573,2.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,850775,3.899,"19,800",,77200.2,2026-04-14 09:26:15.3795,30055.695,0.0008,5.0,30059.5,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,850133,181.6,100,,18160.0,2026-04-14 09:26:27.3836,20450.58,0.0,6.0,20644.8,17.166133974645636,Automatic,All risk factors within automatic limits,7.166133974645636,0.0,0,10
Gelöscht,Limitiert,A3EUCD,193.4,225,,43515.0,2026-04-14 09:29:38.9384,39886.6,0.0075,4.0,39960.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A3DCBN,0.045,500,,22.5,2026-04-14 09:27:12.2509,0.0,1.2941,1.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Gelöscht,Limitiert,A1T8GY,22.6,"1,329",,30035.4,2026-04-14 09:28:58.5970,0.0,0.0246,3.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Gelöscht,Limitiert,A1H6XC,0.9,"2,000",,1800.0,2026-04-14 09:23:17.4936,0.0,0.0796,3.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,580884,224,,100,22400.0,2026-04-14 09:29:55.1506,0.0,0.0041,4.0,11100.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,580884,224,100,,22400.0,2026-04-14 09:29:55.1506,0.0,0.0041,4.0,11100.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A3C6A3,14.42,,30,432.6,2026-04-14 09:30:15.0538,0.0,0.0086,4.0,11580.0,11.24625,Automatic,All risk factors within automatic limits,10,0.86,0,0.38625
Eingegeben,Limitiert,A2PSPF,4.6,500,,2300.0,2026-04-14 09:30:55.5066,0.0,0.0469,3.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,580884,224.1,,100,22410.0,2026-04-14 09:29:55.1506,0.0,0.0041,4.0,11100.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A3CRER,27,,200,5400.0,2026-04-14 09:25:01.9814,2901.15,0.0245,5.0,2928.7799999999997,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A3CRER,26.88,,200,5376.0,2026-04-14 09:25:01.9814,2901.15,0.0245,5.0,2928.7799999999997,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A3CRER,26.88,200,,5376.0,2026-04-14 09:25:01.9814,2901.15,0.0245,5.0,2928.7799999999997,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A3C6A3,14.42,30,,432.6,2026-04-14 09:30:15.0538,0.0,0.0086,4.0,11580.0,11.24625,Automatic,All risk factors within automatic limits,10,0.86,0,0.38625
Gelöscht,Limitiert,887131,29.2,"1,029",,30046.8,2026-04-14 09:29:54.2155,0.0,0.0377,3.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Gelöscht,Limitiert,A1J58B,66.14,300,,19842.0,2026-04-14 09:28:15.1218,0.0,0.0243,4.0,5890.139999999999,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Gelöscht,Limitiert,A3D4V9,2.84,"3,000",,8520.0,2026-04-14 09:23:32.3177,2982.21,0.0065,3.0,2984.52,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,870747,351.8,,3,1055.4,2026-04-14 09:30:46.0577,98191.6,0.0002,5.0,98505.0,1.3844814285714286,Automatic,All risk factors within automatic limits,0.42216000000000004,0.02,0,0.9423214285714285
Gelöscht,Limitiert,A3D4V9,2.84,"3,000",,8520.0,2026-04-14 09:23:32.3177,2982.21,0.0065,3.0,2984.52,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,580884,224.1,100,,22410.0,2026-04-14 09:29:55.1506,0.0,0.0041,4.0,11100.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,870747,351.8,3,,1055.4,2026-04-14 09:30:46.0577,98191.6,0.0002,5.0,98505.0,1.3844814285714286,Automatic,All risk factors within automatic limits,0.42216000000000004,0.02,0,0.9423214285714285
Ausgeführt,Limitiert,A2QB8W,263,,100,26300.0,2026-04-14 09:27:59.4291,11900.7,0.0013,5.0,12089.6,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Gelöscht,Limitiert,A41F7S,0.52,"5,000",,2600.0,2026-04-14 09:24:48.5455,,0.0556,3.0,1889.784,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A2QB8W,263,100,,26300.0,2026-04-14 09:27:59.4291,11900.7,0.0013,5.0,12089.6,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A2N5QE,8.592,,"2,000",17184.0,2026-04-14 09:31:28.0800,5917.73,0.0144,4.0,3043.952,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A2N5QE,8.592,"2,000",,17184.0,2026-04-14 09:31:28.0800,5917.73,0.0144,4.0,3043.952,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Gelöscht,Limitiert,A41MRZ,4.62,"6,494",,30002.280000000002,2026-04-14 09:31:12.6824,0.0,0.0177,1.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A41MRZ,4.62,"6,494",,30002.280000000002,2026-04-14 09:31:12.6824,0.0,0.0177,1.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A1JWM6,0.028,"300,000",,8400.0,,,,,,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A1JWM6,0.06,"250,000",,15000.0,,,,,,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A3CRER,27,200,,5400.0,2026-04-14 09:25:01.9814,2901.15,0.0245,5.0,2928.7799999999997,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,856912,30.2,600,,18120.0,2026-04-14 09:28:14.0983,4857.400000000001,0.0201,4.0,4887.2,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A1JALK,700,2,,1400.0,2026-04-14 09:28:52.6811,0.0,0.0051,3.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A2JNF4,968,10,,9680.0,2026-04-14 09:28:38.0118,17143.7,0.0,6.0,18036.0,15.924375817753782,Automatic,All risk factors within automatic limits,6.120994965485197,0.0,0,9.803380852268585
Ausgeführt,Limitiert,A414DM,0.536,,"2,000",1072.0,2026-04-14 09:23:26.6088,0.0,0.0143,4.0,7429.799999999999,12.523021804511279,Automatic,All risk factors within automatic limits,10,1.5658789473684211,0,0.9571428571428571
Eingegeben,Limitiert,A2QB8W,265.9,50,,13294.999999999998,2026-04-14 09:27:59.4291,11900.7,0.0013,5.0,12089.6,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Geändert,Limitiert,255124,31.71,200,,6342.0,2026-04-14 09:28:07.6074,2884.6400000000003,0.0233,4.0,2918.31,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A414DM,0.536,"2,000",,1072.0,2026-04-14 09:23:26.6088,0.0,0.0143,4.0,7429.799999999999,12.523021804511279,Automatic,All risk factors within automatic limits,10,1.5658789473684211,0,0.9571428571428571
Eingegeben,Limitiert,A0JKB2,161.5,236,,38114.0,2026-04-14 09:26:32.6555,44595.85,0.0003,5.0,44745.0,18.427657299540172,Manual,"Jim value can cover large order (above 9000), risk increases logarithmically with order size",8.397657299540171,0.029999999999999995,0,10
Eingegeben,Limitiert,A0KFSB,14,600,,8400.0,2026-04-14 09:31:40.9866,0.0,0.0,4.0,10720.0,18.94594556724791,Manual,"Order value is large (above 5160), high risk",10,0.0,0,8.945945567247911
Ausgeführt,Limitiert,A3C6A3,14.42,,609,8781.78,2026-04-14 09:30:15.0538,0.0,0.0086,4.0,11580.0,20.074652675800987,Manual,"Order value is large (above 5160), high risk",10,0.86,0,9.214652675800988
Eingegeben,Limitiert,A3C6A3,14.42,609,,8781.78,2026-04-14 09:30:15.0538,0.0,0.0086,4.0,11580.0,20.074652675800987,Manual,"Order value is large (above 5160), high risk",10,0.86,0,9.214652675800988
Eingegeben,Limitiert,A40755,11.8,400,,4720.0,2026-04-14 09:31:38.2215,9812.18,0.0169,5.0,9819.81,9.062650877192983,Automatic,All risk factors within automatic limits,1.888,1.9079842105263154,0,5.266666666666667
Ausgeführt,Limitiert,A1JX4P,76.3,,131,9995.3,2026-04-14 09:31:12.9930,15195.64,0.0021,5.0,15268.0,16.381398433433773,Automatic,All risk factors within automatic limits,6.174240489147811,0.21,0,9.997157944285961
Eingegeben,Limitiert,A1JX4P,76.3,131,,9995.3,2026-04-14 09:31:12.9930,15195.64,0.0021,5.0,15268.0,16.381398433433773,Automatic,All risk factors within automatic limits,6.174240489147811,0.21,0,9.997157944285961
Ausgeführt,Limitiert,874341,60.45,,300,18135.0,2026-04-14 09:22:12.6081,11770.85,0.0025,5.0,11830.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,874341,60.45,300,,18135.0,2026-04-14 09:22:12.6081,11770.85,0.0025,5.0,11830.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Gelöscht,Limitiert,A0JKB2,164,206,,33784.0,2026-04-14 09:26:32.6555,44595.85,0.0003,5.0,44745.0,18.227329932275328,Manual,"Jim value can cover large order (above 9000), risk increases logarithmically with order size",8.197329932275329,0.029999999999999995,0,10
Ausgeführt,Limitiert,A1JX4P,76.3,,135,10300.5,2026-04-14 09:31:12.9930,15195.64,0.0021,5.0,15268.0,16.43420416794389,Automatic,All risk factors within automatic limits,6.22420416794389,0.21,0,10
Gelöscht,Limitiert,853681,26.22,300,,7866.0,2026-04-14 09:27:55.7352,4892.0,0.0171,5.0,4916.46,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A0KFSB,14.05,,324,4552.2,2026-04-14 09:31:40.9866,0.0,0.0,4.0,10720.0,14.987,Automatic,All risk factors within automatic limits,10,0.0,0,4.987
Eingegeben,Limitiert,A0KFSB,14.05,324,,4552.2,2026-04-14 09:31:40.9866,0.0,0.0,4.0,10720.0,14.987,Automatic,All risk factors within automatic limits,10,0.0,0,4.987
Gelöscht,Limitiert,869020,565.1,50,,28255.0,2026-04-14 09:30:46.3229,36590.4,0.0,5.0,36960.0,17.90045132520431,Automatic,All risk factors within automatic limits,7.90045132520431,0.0,0,10
Eingegeben,Limitiert,A1JWM6,0.04,"200,000",,8000.0,,,,,,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A1JX4P,76.3,135,,10300.5,2026-04-14 09:31:12.9930,15195.64,0.0021,5.0,15268.0,16.43420416794389,Automatic,All risk factors within automatic limits,6.22420416794389,0.21,0,10
Eingegeben,Limitiert,A14WBB,35.75,20,,715.0,2026-04-14 09:23:23.1977,9936.52,0.0066,5.0,9977.58,1.584392857142857,Automatic,All risk factors within automatic limits,0.286,0.66,0,0.6383928571428571
Eingegeben,Limitiert,A0JJY6,968,50,,48400.0,2026-04-14 09:25:24.5793,0.0,0.0013,2.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A40E7U,0.194,"100,000",,19400.0,,,,,,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A1J58B,66.14,300,,19842.0,2026-04-14 09:28:15.1218,0.0,0.0243,4.0,5890.139999999999,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Gelöscht,Limitiert,164558,47.8,629,,30066.199999999997,2026-04-14 09:31:21.3787,0.0,0.0198,4.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A1J58B,66.14,,300,19842.0,2026-04-14 09:28:15.1218,0.0,0.0243,4.0,5890.139999999999,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A1J58B,66.14,300,,19842.0,2026-04-14 09:28:15.1218,0.0,0.0243,4.0,5890.139999999999,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A3DQXS,284.9,107,,30484.3,2026-04-14 09:29:57.6274,5202.0,0.0169,2.0,5462.1,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A1J58B,66.32,,300,19895.999999999996,2026-04-14 09:28:15.1218,0.0,0.0243,4.0,5890.139999999999,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,909800,357,,52,18564.0,2026-04-14 09:31:19.6594,0.0,0.0047,5.0,160750.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,909800,357,52,,18564.0,2026-04-14 09:31:19.6594,0.0,0.0047,5.0,160750.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,909800,358,,8,2864.0,2026-04-14 09:31:19.6594,0.0,0.0047,5.0,160750.0,13.027142857142858,Automatic,All risk factors within automatic limits,10,0.47000000000000003,0,2.557142857142857
Eingegeben,Limitiert,853681,26.22,300,,7866.0,2026-04-14 09:27:55.7352,4892.0,0.0171,5.0,4916.46,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,909800,358,8,,2864.0,2026-04-14 09:31:19.6594,0.0,0.0047,5.0,160750.0,13.027142857142858,Automatic,All risk factors within automatic limits,10,0.47000000000000003,0,2.557142857142857
Eingegeben,Limitiert,A1J58B,66.32,300,,19895.999999999996,2026-04-14 09:28:15.1218,0.0,0.0243,4.0,5890.139999999999,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A0LAT0,3.955,,"1,000",3955.0,2026-04-14 09:23:34.9088,2905.475,0.01,5.0,2909.224,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A0LAT0,3.955,"1,000",,3955.0,2026-04-14 09:23:34.9088,2905.475,0.01,5.0,2909.224,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Gelöscht,Limitiert,A12E8S,54.5,552,,30084.0,2026-04-14 09:31:24.3870,0.0,0.0185,1.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,865956,37.27,,30,1118.1000000000001,2026-04-14 09:29:02.6971,18567.79,0.0003,4.0,18615.0,1.4755435714285716,Automatic,All risk factors within automatic limits,0.4472400000000001,0.029999999999999995,0,0.9983035714285715
Eingegeben,Limitiert,865956,37.27,30,,1118.1000000000001,2026-04-14 09:29:02.6971,18567.79,0.0003,4.0,18615.0,1.4755435714285716,Automatic,All risk factors within automatic limits,0.4472400000000001,0.029999999999999995,0,0.9983035714285715
Ausgeführt,Limitiert,865956,37.27,,30,1118.1000000000001,2026-04-14 09:29:02.6971,18567.79,0.0003,4.0,18615.0,1.4755435714285716,Automatic,All risk factors within automatic limits,0.4472400000000001,0.029999999999999995,0,0.9983035714285715
Ausgeführt,Limitiert,893438,49.36,,171,8440.56,2026-04-14 09:28:34.9237,30826.71,0.0004,5.0,30852.0,14.455626474618516,Automatic,All risk factors within automatic limits,5.44056,0.04,0,8.975066474618515
Eingegeben,Limitiert,893438,49.36,171,,8440.56,2026-04-14 09:28:34.9237,30826.71,0.0004,5.0,30852.0,14.455626474618516,Automatic,All risk factors within automatic limits,5.44056,0.04,0,8.975066474618515
Löschung abgelehnt,Limitiert,893438,49.3,,110,5423.0,2026-04-14 09:28:34.9237,30826.71,0.0004,5.0,30852.0,8.76353774686163,Automatic,All risk factors within automatic limits,2.423,0.04,0,6.30053774686163
Ausgeführt,Limitiert,893438,49.3,,110,5423.0,2026-04-14 09:28:34.9237,30826.71,0.0004,5.0,30852.0,8.76353774686163,Automatic,All risk factors within automatic limits,2.423,0.04,0,6.30053774686163
Ausgeführt,Limitiert,893438,49.3,,400,19720.0,2026-04-14 09:28:34.9237,30826.71,0.0004,5.0,30852.0,17.34303403701454,Automatic,All risk factors within automatic limits,7.303034037014539,0.04,0,10
Eingegeben,Limitiert,865956,37.27,30,,1118.1000000000001,2026-04-14 09:29:02.6971,18567.79,0.0003,4.0,18615.0,1.4755435714285716,Automatic,All risk factors within automatic limits,0.4472400000000001,0.029999999999999995,0,0.9983035714285715
Ausgeführt,Limitiert,853681,26.3,,300,7890.0,2026-04-14 09:27:55.7352,4892.0,0.0171,5.0,4916.46,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,853681,26.3,,300,7890.0,2026-04-14 09:27:55.7352,4892.0,0.0171,5.0,4916.46,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,853681,26.3,300,,7890.0,2026-04-14 09:27:55.7352,4892.0,0.0171,5.0,4916.46,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Löschung schwebend,Limitiert,893438,49.3,110,,5423.0,2026-04-14 09:28:34.9237,30826.71,0.0004,5.0,30852.0,8.76353774686163,Automatic,All risk factors within automatic limits,2.423,0.04,0,6.30053774686163
Eingegeben,Limitiert,A0F7BK,17.52,"1,000",,17520.0,2026-04-14 09:26:32.1499,36585.119999999995,0.0013,5.0,36624.0,17.236534143925226,Automatic,All risk factors within automatic limits,7.106534143925225,0.13,0,10
Ausgeführt,Limitiert,923086,99.6,,10,996.0,,,,,,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,853681,26.3,300,,7890.0,2026-04-14 09:27:55.7352,4892.0,0.0171,5.0,4916.46,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Gelöscht,Limitiert,922230,102.6,100,,10260.0,2026-04-14 09:22:14.3752,10191.6,0.0029,4.0,10260.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,893438,49.3,110,,5423.0,2026-04-14 09:28:34.9237,30826.71,0.0004,5.0,30852.0,8.76353774686163,Automatic,All risk factors within automatic limits,2.423,0.04,0,6.30053774686163
Eingegeben,Limitiert,922230,102.6,100,,10260.0,2026-04-14 09:22:14.3752,10191.6,0.0029,4.0,10260.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Gelöscht,Limitiert,853681,26.86,300,,8058.0,2026-04-14 09:27:55.7352,4892.0,0.0171,5.0,4916.46,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Gelöscht,Limitiert,853681,26.7,300,,8010.0,2026-04-14 09:27:55.7352,4892.0,0.0171,5.0,4916.46,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,923086,99.6,10,,996.0,,,,,,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,A0F7BK,17.515,,"2,000",35030.0,2026-04-14 09:26:32.1499,36585.119999999995,0.0013,5.0,36624.0,18.387493283885302,Manual,"Jim value can cover large order (above 9000), risk increases logarithmically with order size",8.257493283885301,0.13,0,10
Eingegeben,Limitiert,A0F7BK,17.515,"2,000",,35030.0,2026-04-14 09:26:32.1499,36585.119999999995,0.0013,5.0,36624.0,18.387493283885302,Manual,"Jim value can cover large order (above 9000), risk increases logarithmically with order size",8.257493283885301,0.13,0,10
Ausgeführt,Limitiert,200417,60.02,,24,1440.48,2026-04-14 09:29:32.3051,20290.68,0.0018,5.0,9355.5,2.042334857142857,Automatic,All risk factors within automatic limits,0.576192,0.18,0,1.286142857142857
Eingegeben,Limitiert,200417,60.02,24,,1440.48,2026-04-14 09:29:32.3051,20290.68,0.0018,5.0,9355.5,2.042334857142857,Automatic,All risk factors within automatic limits,0.576192,0.18,0,1.286142857142857
Eingegeben,Limitiert,853681,26.7,300,,8010.0,2026-04-14 09:27:55.7352,4892.0,0.0171,5.0,4916.46,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Gelöscht,Limitiert,A0HGFA,16.848,400,,6739.2,2026-04-14 09:28:01.0880,4909.599999999999,0.004,4.0,3054.48,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A42AGR,0.35,500,,175.0,,,,,,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A2JAAV,12,"2,502",,30024.0,2026-04-14 09:30:56.2793,0.0,0.05,3.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Ausgeführt,Limitiert,853881,70.52,,220,15514.4,2026-04-14 09:30:31.9591,0.0,0.003,4.0,9971.2,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,853881,70.52,220,,15514.4,2026-04-14 09:30:31.9591,0.0,0.003,4.0,9971.2,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A2QNF3,17.3,307,,5311.1,2026-04-14 09:27:44.7554,9811.65,0.0179,4.0,9834.0,10.525150910992648,Automatic,All risk factors within automatic limits,2.3111000000000006,2.0395631578947366,0,6.174487753097911
Geändert,Limitiert,A40EDQ,0.865,"4,500",,3892.5,2026-04-14 09:28:49.1460,3115.489,0.0033,3.0,1532.5,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A41WE7,0.27,"34,188",,9230.76,2026-04-14 09:24:19.3891,1868.724,0.0661,2.0,1148.1,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Eingegeben,Limitiert,A2DNTL,27,"1,113",,30051.0,2026-04-14 09:30:59.5630,0.0,0.0342,2.0,0.0,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Gelöscht,Limitiert,A1H6VS,1.575,"13,333",,20999.475,2026-04-14 09:23:29.2441,0.0,0.0273,4.0,1864.5,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
Gelöscht,Limitiert,A0M4W9,10.934,"3,000",,32802.0,2026-04-14 09:25:34.6793,95204.098,0.0,5.0,95216.0,18.148329110355203,Manual,"Jim value can cover large order (above 9000), risk increases logarithmically with order size",8.148329110355203,0.0,0,10
Löschung wegen Aussetzung,Limitiert,A3CPVC,0.0005,"610,306",,305.153,,,,,,N/A,Error,'jim+tgv',N/A,N/A,N/A,N/A
